names,scores,logfoldchanges,group
Spag17os,0.060401764,10.301302,HBCHO1
Chil6,0.058573425,9.740737,HBCHO1
Gm13152,0.023811549,8.587406,HBCHO1
Pcdha3,0.023084778,8.226849,HBCHO1
Defa24,0.019374717,10.3194475,HBCHO1
RP23.231J2.1,0.018428082,7.9047318,HBCHO1
Hgd,0.017474823,7.7861195,HBCHO1
Tymp,0.017074253,9.019779,HBCHO1
Serpina3c,0.015863597,8.723548,HBCHO1
Gpx2,0.015364732,8.2651005,HBCHO1
Defa.rs1,0.014630548,9.941311,HBCHO1
Gm15241,0.014360804,8.227597,HBCHO1
Accsl,0.014320685,7.850725,HBCHO1
Tas1r1,0.014190864,8.36287,HBCHO1
Stk31,0.011541761,8.350792,HBCHO1
St8sia6,0.011533718,7.7965765,HBCHO1
Ppp1r1c,0.011091578,8.337104,HBCHO1
Gapdhs,0.011017222,8.307125,HBCHO1
Sost,0.010548355,7.4317727,HBCHO1
Hoxb1,0.010413557,9.065944,HBCHO1
Gm15687,0.010124182,7.180962,HBCHO1
Adgrg2,0.009819519,7.890606,HBCHO1
Vwa7,0.009753311,7.95445,HBCHO1
Ucp1,0.009071566,7.852352,HBCHO1
Tshr,0.008713627,7.2277684,HBCHO1
D5Ertd615e,0.008494363,7.8464255,HBCHO1
Insrr,0.007015943,8.736586,HBCHO1
X4930444M15Rik,0.0064867493,6.800792,HBCHO1
Aqp3,0.00632133,8.467696,HBCHO1
Ntrk1,0.0062756897,9.27851,HBCHO1
X4833422M21Rik,0.006163036,7.2307167,HBCHO1
Spint1,0.005953745,7.2534137,HBCHO1
Gm37065,0.0054100053,7.199736,HBCHO1
Gm28285,0.005334282,7.2649074,HBCHO1
Mdga1,0.005131025,7.4046445,HBCHO1
X4921506M07Rik,0.0044912943,7.4188147,HBCHO1
Gm19265,0.0042423927,7.109638,HBCHO1
Mapk13,0.0041542496,7.1701903,HBCHO1
Gm43666,0.004065139,6.9184675,HBCHO1
X1700016C15Rik,0.0037237217,8.609109,HBCHO1
Slc30a8,0.0035259705,7.5251613,HBCHO1
Gm17473,0.0034412905,7.2835298,HBCHO1
Gm15893,0.003429263,6.629084,HBCHO1
Gm14322,0.0029019,6.1466265,HBCHO1
Padi3,0.002731803,7.0962787,HBCHO1
Rpl23a.ps3,0.0026483664,6.177653,HBCHO1
Gm11967,0.0025049255,7.1017084,HBCHO1
Gm28905,0.0024407601,7.057176,HBCHO1
Gm2670,0.0024161553,7.2443466,HBCHO1
Irx2,0.0023634646,7.204381,HBCHO1
Mc4r,0.0022622033,6.4507184,HBCHO1
Bnc2,0.00222558,7.8143373,HBCHO1
Gm29478,0.0021702645,7.3646297,HBCHO1
Gm26739,0.002144631,6.665906,HBCHO1
Gm12802,0.0021109767,5.8028545,HBCHO1
Atp4a,0.002104231,6.125793,HBCHO1
Slc5a7,0.0019169009,8.779142,HBCHO1
Chat,0.0018985411,8.155115,HBCHO1
Tacr3,0.0017864113,6.5997844,HBCHO1
H3f3aos,0.0017506068,6.1403036,HBCHO1
Agtr2,0.0017197748,6.779474,HBCHO1
Adcyap1,0.0017004661,7.140891,HBCHO1
Gm16098,0.0016476567,6.423075,HBCHO1
Gm12524,0.0016459922,6.3981647,HBCHO1
X9430097D07Rik,0.001592151,5.811141,HBCHO1
G630030J09Rik,0.0015670906,6.312437,HBCHO1
Glra3,0.0015498317,6.275349,HBCHO1
Gm26873,0.0015218034,5.923661,HBCHO1
Nrg4,0.0015168726,6.058639,HBCHO1
Irx4,0.0014441368,8.421002,HBCHO1
Gm28535,0.0014371556,6.407554,HBCHO1
Bves,0.0014319496,6.305969,HBCHO1
Gm37696,0.0014079454,5.6788244,HBCHO1
Ern2,0.0013886152,6.637654,HBCHO1
Mab21l2,0.0013829271,7.0410833,HBCHO1
Tdrd1,0.0012622675,6.3606405,HBCHO1
Xkr6,0.0012374129,5.362336,HBCHO1
Hoxc4,0.0010867809,7.3388534,HBCHO1
Cdh23,0.0010763652,6.1765585,HBCHO1
Ifit1bl1,0.0010102678,5.7197046,HBCHO1
Rpl13.ps3,0.001004709,5.3214436,HBCHO1
Met,0.0009805748,5.710342,HBCHO1
Mtap7d3,0.00092192134,6.1519537,HBCHO1
Lama1,0.00085289584,7.302886,HBCHO1
Gm20443,0.0008496118,5.852415,HBCHO1
Tmem30c,0.000841359,5.1710567,HBCHO1
Zfp174,0.00083414075,4.8838277,HBCHO1
Acrbp,0.0008084573,4.948007,HBCHO1
Gm29502,0.00079806877,5.6922116,HBCHO1
Lin28b,0.0007960095,5.4205704,HBCHO1
Kcnk15,0.00078505144,6.820473,HBCHO1
Prss53,0.00078159844,5.014023,HBCHO1
Gm37027,0.0007672415,6.016122,HBCHO1
Gm17399,0.0007578116,5.1651025,HBCHO1
Gm10848,0.00075671717,5.74592,HBCHO1
Gm37168,0.0007554809,5.799764,HBCHO1
Gm15587,0.0007084654,6.331225,HBCHO1
Hcrtr1,0.0007038482,5.667894,HBCHO1
AF529169,0.0006896964,6.0240602,HBCHO1
X9330102E08Rik,0.0006783252,5.045052,HBCHO1
X4930481A15Rik,0.0006657861,5.111186,HBCHO1
Gm16141,0.00066222285,5.5237994,HBCHO1
Hoxb3,0.0006387581,6.728554,HBCHO1
Sstr5,0.0006317692,6.154396,HBCHO1
X1700027A07Rik,0.0006135262,5.7410636,HBCHO1
Frem3,0.00057292293,6.5283704,HBCHO1
Pcdha8,0.00053566444,5.344612,HBCHO1
Ap1s3,0.0005311599,5.071105,HBCHO1
C2cd4d,0.0005283458,5.0717044,HBCHO1
X5930422O12Rik,0.00052377715,5.3581305,HBCHO1
Gm15265,0.00050471054,5.1682115,HBCHO1
Nrg3,0.00047843135,5.0334024,HBCHO1
Lrrc14b,0.00046246126,5.1365404,HBCHO1
Zpbp,0.0004548128,4.9515123,HBCHO1
BC016579,0.00043064248,5.4689746,HBCHO1
Nxph4,0.00042767244,6.198597,HBCHO1
C1qtnf3,0.00042169774,7.033134,HBCHO1
Adgrg6,0.0004117209,5.777727,HBCHO1
Popdc3,0.0004102966,5.658944,HBCHO1
Zfp951,0.00041001532,4.898989,HBCHO1
Calca,0.00040897183,6.466835,HBCHO1
Adra2a,0.00040027412,5.178316,HBCHO1
Hcrtr2,0.00039285107,5.3766155,HBCHO1
Klhl14,0.00038238743,5.9842777,HBCHO1
Gm26799,0.0003787213,4.9263806,HBCHO1
Rsad2,0.0003549735,5.211094,HBCHO1
Gm14399,0.00034324202,5.081033,HBCHO1
Gm11491,0.00033671616,5.0479803,HBCHO1
Wnt11,0.00033603885,6.0258684,HBCHO1
Gm10814,0.0003316624,4.999105,HBCHO1
Gm12576,0.000321522,4.8740325,HBCHO1
Gm29394,0.00032151956,4.45465,HBCHO1
Obscn,0.00032033687,5.1700764,HBCHO1
Tspear,0.00031823383,6.1516523,HBCHO1
Dancr.1,0.0003164074,5.4663973,HBCHO1
Lpin3,0.00031517094,6.0078998,HBCHO1
Pcdhb18,0.00031181748,4.4310107,HBCHO1
Zfp382,0.00030607253,4.4041653,HBCHO1
Tbx20,0.67381364,13.482571,HBCHO3
Phox2b,0.3587141,11.736975,HBCHO3
Prph,0.24882758,9.529178,HBCHO3
Mgam,0.19073704,9.82119,HBCHO3
Fam151a,0.14474544,8.8226385,HBCHO3
Phox2a,0.116777726,9.215257,HBCHO3
Tmem26,0.112403035,7.6657915,HBCHO3
Tbx3os2,0.09585733,8.745903,HBCHO3
Npy4r,0.07348419,9.2025,HBCHO3
Uts2b,0.06593442,9.390255,HBCHO3
Slc5a7,0.06457787,9.595935,HBCHO3
Gulo,0.060697857,7.950602,HBCHO3
P2rx2,0.051355325,7.6865034,HBCHO3
Slc18a3,0.050392106,8.909424,HBCHO3
Chrnb4,0.047664534,8.165354,HBCHO3
Adcyap1,0.04493714,7.5143538,HBCHO3
Hoxc4,0.043942224,7.965998,HBCHO3
Chat,0.041167527,8.399959,HBCHO3
Chrna5,0.03901268,6.6536894,HBCHO3
Cckar,0.038118333,7.994159,HBCHO3
Avil,0.029154453,6.563101,HBCHO3
Krt20,0.026856588,7.027774,HBCHO3
Tm4sf4,0.025706517,7.7783623,HBCHO3
Esyt3,0.024464365,6.163503,HBCHO3
D930028M14Rik,0.024205156,6.975227,HBCHO3
X4732456N10Rik,0.022036845,7.256629,HBCHO3
Scn9a,0.0211621,6.419651,HBCHO3
AW551984,0.020403521,6.968006,HBCHO3
Ush1c,0.020083476,7.1585217,HBCHO3
Ecel1,0.018764362,7.323101,HBCHO3
Ret,0.017320057,6.6893454,HBCHO3
Sstr5,0.016650794,6.373118,HBCHO3
Fgf10,0.016162429,5.573454,HBCHO3
Mab21l2,0.015660863,6.7439322,HBCHO3
Kcna5,0.013779039,5.7722597,HBCHO3
Pgr15l,0.013376197,7.3295445,HBCHO3
Klhl30,0.011837156,6.4825535,HBCHO3
Ahnak2,0.011602677,5.8584485,HBCHO3
Slc18a2,0.011311637,7.7870536,HBCHO3
Pappa,0.01040496,5.864713,HBCHO3
Bean1,0.010218815,5.165722,HBCHO3
Bard1,0.00928815,5.3523893,HBCHO3
Slc10a4,0.008703304,7.097176,HBCHO3
Gal,0.008234746,6.6208305,HBCHO3
Gm2990,0.008201455,6.9916887,HBCHO3
Gm29374,0.0080988975,7.1755166,HBCHO3
Zim1,0.007776648,5.439621,HBCHO3
Susd2,0.006691034,5.13169,HBCHO3
Ptchd1,0.0060906257,4.816788,HBCHO3
Wnt16,0.006061786,6.0671163,HBCHO3
Zfhx4,0.005937572,5.3466334,HBCHO3
Omp,0.0057015195,5.7592163,HBCHO3
Gm26722,0.005524578,4.7103987,HBCHO3
Mc4r,0.0053531523,5.349971,HBCHO3
Qrfpr,0.005262001,5.409973,HBCHO3
Npy2r,0.0051513854,5.0921884,HBCHO3
Atp8b3,0.0048961705,5.276571,HBCHO3
Rbms3,0.00477423,5.5795026,HBCHO3
Gabrq,0.0047581852,5.863274,HBCHO3
Gabre,0.0047103898,6.1095777,HBCHO3
Smad9,0.0046936073,4.6698575,HBCHO3
Syt17,0.0045240014,5.0103602,HBCHO3
Pcsk1,0.004422904,5.277704,HBCHO3
Nrg1,0.004323948,4.6807323,HBCHO3
Slc29a4,0.0043028966,4.848456,HBCHO3
Uba6,0.004276621,4.3551598,HBCHO3
Scx,0.0041778726,4.904748,HBCHO3
Defb42,0.0040279236,4.7575407,HBCHO3
Emb,0.00395415,5.1305323,HBCHO3
Clcn5,0.0039067557,4.7523274,HBCHO3
Vat1l,0.0036570418,5.82025,HBCHO3
Angpt1,0.0035683357,4.829256,HBCHO3
Nhlh2,0.003542369,5.6358523,HBCHO3
Sncg,0.0034673226,6.2169547,HBCHO3
Chrna3,0.0034279695,5.682784,HBCHO3
Bche,0.0034200822,4.4400725,HBCHO3
Slc6a2,0.0033341837,7.907121,HBCHO3
Gpx3,0.0031821358,5.489519,HBCHO3
Tmem255a,0.0031573875,5.0645237,HBCHO3
Hspb8,0.0030101463,5.3466835,HBCHO3
Rpl13a.ps1,0.0028905133,4.9377894,HBCHO3
Slc41a2,0.0028806778,4.288993,HBCHO3
Vat1,0.0027713254,5.000565,HBCHO3
Celf6,0.0027046562,4.959601,HBCHO3
Hoxb3,0.0025886884,5.8526516,HBCHO3
Lrrc75b,0.0025752452,4.208396,HBCHO3
Adra2a,0.002524056,4.4306164,HBCHO3
Tmed8,0.002485658,3.9212697,HBCHO3
C130060K24Rik,0.0024849751,6.273771,HBCHO3
Sv2c,0.0024825097,5.143687,HBCHO3
Efna5,0.0024769797,4.500487,HBCHO3
Elavl2,0.0024731532,5.756597,HBCHO3
Cpeb1,0.0024585503,3.9982424,HBCHO3
Oxtr,0.0024478412,4.91136,HBCHO3
Plscr4,0.0023567907,4.727883,HBCHO3
Grb10,0.0023372413,4.5793867,HBCHO3
Nynrin,0.0022239906,3.8834143,HBCHO3
Lrrc8a,0.0021939015,4.1550326,HBCHO3
Zdhhc15,0.002190085,3.8817217,HBCHO3
Palm3,0.0021787474,4.600253,HBCHO3
Dgkk,0.0020893745,5.288431,HBCHO3
Vwa5a,0.0020742314,3.9171422,HBCHO3
Hoxb4,0.0020667189,5.440625,HBCHO3
Lrrc3,0.0020306038,4.1999907,HBCHO3
Coro2a,0.0020138451,4.151901,HBCHO3
Cyp4v3,0.0019796614,4.3054705,HBCHO3
Runx1,0.0019761997,4.9728494,HBCHO3
Nefl,0.0019741803,5.871982,HBCHO3
Ppm1j,0.0019425324,4.9878182,HBCHO3
B830012L14Rik,0.001892684,4.0214076,HBCHO3
Nr4a2,0.0018849472,5.2751756,HBCHO3
Lpin1,0.001809665,3.7532206,HBCHO3
Kcnip4,0.0017722059,4.39738,HBCHO3
Acsl4,0.001765897,3.8835676,HBCHO3
Kcnb2,0.0017614694,4.1713767,HBCHO3
Itga3,0.0017489613,4.0248165,HBCHO3
Klhl9,0.0017460617,3.76458,HBCHO3
Rab9b,0.0017457133,4.1404343,HBCHO3
Khnyn,0.0017455986,3.7573962,HBCHO3
Arhgap36,0.0017271711,5.373857,HBCHO3
Nol3,0.0017231734,3.6542268,HBCHO3
Nefm,0.0017205838,4.983619,HBCHO3
Chic1,0.0017204754,3.7615483,HBCHO3
Kcnk3,0.0017099585,4.277883,HBCHO3
Adamts2,0.0016960372,4.0315,HBCHO3
Dock11,0.0016948245,3.9056149,HBCHO3
Meis1,0.0016943094,3.9772682,HBCHO3
Gse1,0.0016584609,3.677595,HBCHO3
Zdhhc2,0.0016457216,4.116987,HBCHO3
Hcrtr1,0.0016425351,4.5222626,HBCHO3
Slc25a24,0.0016423753,4.2691813,HBCHO3
Met,0.0016422068,4.3517876,HBCHO3
Fkbp1b,0.0016391913,4.459745,HBCHO3
Fstl5,0.0016257276,4.2752104,HBCHO3
Greb1,0.0016188268,4.6213036,HBCHO3
Hoxb5,0.001610808,6.091554,HBCHO3
Reep1,0.0015806061,4.4503946,HBCHO3
Oasl2,0.0015705687,4.489062,HBCHO3
Gm16141,0.0015659714,4.4157,HBCHO3
Mgat4c,0.0014921386,4.198764,HBCHO3
Abhd11os,0.0014794518,4.565404,HBCHO3
Rasgrf2,0.0014769675,4.6296644,HBCHO3
Ifit1bl1,0.00147471,4.4225035,HBCHO3
Slc9b2,0.0014675137,4.371094,HBCHO3
Slit2,0.0014417109,4.117631,HBCHO3
Unc5d,0.0014314807,4.2880197,HBCHO3
Stbd1,0.001426485,4.337181,HBCHO3
Mrap2,0.0014126677,4.3377757,HBCHO3
Hcn3,0.0014110692,3.9977896,HBCHO3
Rnf152,0.0014011275,4.4459734,HBCHO3
Gm43101,0.3325432,26.510231,HBGLU1
Foxd3,0.2766787,10.919796,HBGLU1
Htr5b,0.25154042,9.468034,HBGLU1
Gm12688,0.23459147,10.216902,HBGLU1
Hmx3,0.23176745,11.29449,HBGLU1
Cnga1,0.22740905,11.5153,HBGLU1
Pou4f1,0.18756257,10.4849415,HBGLU1
Tgm5,0.10734055,9.748187,HBGLU1
Npy4r,0.08531225,9.486404,HBGLU1
Stac,0.08391865,7.6537447,HBGLU1
Ano2,0.076378554,7.376092,HBGLU1
Adgrg2,0.066472925,7.524591,HBGLU1
Gjd2,0.052018452,7.21254,HBGLU1
Lrrc39,0.042052582,7.5517573,HBGLU1
X2410004I01Rik,0.040514316,6.640897,HBGLU1
Crh,0.020177828,8.353486,HBGLU1
Hoxd3,0.019229034,7.7159343,HBGLU1
Col24a1,0.016872697,6.9178443,HBGLU1
C1ql1,0.016042044,8.838874,HBGLU1
Rims4,0.015393089,7.037337,HBGLU1
Tpbgl,0.012485737,6.110636,HBGLU1
Kcng1,0.011936035,6.3060284,HBGLU1
Gabrg1,0.010250832,6.0631013,HBGLU1
Hoxd1,0.009484404,5.6328044,HBGLU1
Gbe1,0.008184663,5.282892,HBGLU1
Trpc3,0.006100105,5.4737377,HBGLU1
Abhd11os,0.006030156,6.108552,HBGLU1
Gpr139,0.0059243757,5.837919,HBGLU1
Ahnak2,0.0058999355,5.7400928,HBGLU1
Hoxd4,0.0056748446,5.4759493,HBGLU1
Tnfrsf11b,0.005337451,6.115337,HBGLU1
A330050F15Rik,0.004739147,5.456821,HBGLU1
Hoxb2,0.00433369,5.831093,HBGLU1
Acan,0.004132918,5.578476,HBGLU1
Klhl13,0.0040659653,5.2506204,HBGLU1
Ecel1,0.0038848324,6.3961625,HBGLU1
Lgi2,0.0038246196,5.907606,HBGLU1
Slco5a1,0.0038183797,4.942734,HBGLU1
RP23.231J2.1,0.0035801432,5.4219074,HBGLU1
Scn3a,0.0035272965,5.8811283,HBGLU1
Tox2,0.0033419866,5.131196,HBGLU1
Hoxb3,0.0031948574,6.244982,HBGLU1
Eda,0.003176388,4.5974245,HBGLU1
Zfp521,0.0031479206,4.722937,HBGLU1
Cd164,0.0030110409,5.163126,HBGLU1
Dnah11,0.0029034067,6.5702834,HBGLU1
Lhx5,0.0029006363,5.9069004,HBGLU1
Cyp4v3,0.002842774,4.781218,HBGLU1
Foxp2,0.0027599998,6.2427855,HBGLU1
Agtr2,0.0026472756,5.7293696,HBGLU1
Plcxd2,0.0024691338,5.6753516,HBGLU1
Prph,0.002376701,5.778606,HBGLU1
Glra1,0.002335601,5.575902,HBGLU1
Cntn6,0.002313178,4.542207,HBGLU1
Ccndbp1,0.0022057511,4.7203803,HBGLU1
Fgf13,0.0022000354,5.5220084,HBGLU1
Dpysl4,0.00217618,4.571882,HBGLU1
Zfp385b,0.0020072267,4.5100203,HBGLU1
Nrcam,0.002000936,5.4896603,HBGLU1
Neto2,0.0018500051,4.7203727,HBGLU1
Ajap1,0.001764315,4.67199,HBGLU1
Gpr88,0.001728332,6.41681,HBGLU1
X2600014E21Rik,0.0016938065,4.901038,HBGLU1
Fam189a2,0.0015937744,4.25693,HBGLU1
Rph3a,0.0015107181,5.6614456,HBGLU1
Setd7,0.0014932324,4.3826365,HBGLU1
Sema4f,0.0014738971,4.3286176,HBGLU1
Arhgap44,0.001464419,4.558408,HBGLU1
Arhgef3,0.0014587828,4.0786624,HBGLU1
Kit,0.0014444832,5.2069964,HBGLU1
Lrrc3b,0.0014391099,4.256823,HBGLU1
Slc17a6,0.0014389703,6.019573,HBGLU1
Stc1,0.0014369077,4.199251,HBGLU1
Kcnj12,0.0014324825,4.2878013,HBGLU1
Kcnb2,0.0014088284,4.3725076,HBGLU1
Gal,0.0014022887,5.611846,HBGLU1
Kcnh2,0.0013918492,4.331372,HBGLU1
Mctp1,0.0013902955,4.66624,HBGLU1
Stbd1,0.0012910517,4.5390577,HBGLU1
Abtb2,0.0012000704,4.2212906,HBGLU1
Fstl5,0.0011930817,4.3969603,HBGLU1
Pcsk5,0.0011671148,4.480041,HBGLU1
Smpd3,0.0011551868,4.6786,HBGLU1
Adcyap1,0.0011518989,4.866606,HBGLU1
Hpcal1,0.0011517826,4.4632006,HBGLU1
B3galt1,0.0011498546,3.7409844,HBGLU1
Nrep,0.0011336326,4.7644796,HBGLU1
Calb1,0.0010869419,5.670624,HBGLU1
Eif5a2,0.001068113,3.729655,HBGLU1
Mdfi,0.0010631976,4.712213,HBGLU1
Calb2,0.0010344551,5.795628,HBGLU1
Crtac1,0.0010231412,4.270152,HBGLU1
Nrg1,0.0010029123,4.061211,HBGLU1
Samd11,0.0009618036,4.06856,HBGLU1
Smoc2,0.0009497941,4.3528976,HBGLU1
Pcdh20,0.00093388127,4.1252847,HBGLU1
Gab2,0.0008996321,3.508932,HBGLU1
Pld5,0.000886556,4.281934,HBGLU1
Hectd3,0.0008858866,3.400167,HBGLU1
Hdac9,0.0008819722,3.5956652,HBGLU1
Gcnt2,0.00086522463,3.931134,HBGLU1
Purg,0.0008476957,3.5165467,HBGLU1
Pvrl3,0.0008471241,3.7309718,HBGLU1
Lin7a,0.0008370809,4.4856253,HBGLU1
Ndnf,0.0008319567,4.7801247,HBGLU1
Nav3,0.00081227336,3.9769351,HBGLU1
Nefl,0.000808096,5.2398787,HBGLU1
Fmn1,0.00079639687,3.7406664,HBGLU1
Iqsec3,0.00077175983,4.1646175,HBGLU1
Sptb,0.0007596765,3.83738,HBGLU1
Pgr,0.0007553573,3.792302,HBGLU1
Igfbp3,0.0007515306,4.0094657,HBGLU1
Acsl4,0.00074324803,3.6326818,HBGLU1
Cnih3,0.00072536943,4.3012657,HBGLU1
Prmt8,0.0007229488,3.9385982,HBGLU1
S100a10,0.0007156919,4.272055,HBGLU1
Ush1g,0.00071520044,5.726246,HBGLU1
Mgat4c,0.00070459215,4.0088353,HBGLU1
Nmt2,0.0006993365,3.6141934,HBGLU1
Dctd,0.0006774391,3.626865,HBGLU1
Gpr26,0.0006279013,3.9497962,HBGLU1
Cdk6,0.00061889243,4.0736933,HBGLU1
Adam11,0.0006169372,3.8564644,HBGLU1
Gm27199,0.0006144944,5.055625,HBGLU1
Cacna1g,0.00061314245,3.8827844,HBGLU1
Grik4,0.0005943723,3.5891352,HBGLU1
X1700025G04Rik,0.0005879035,3.579513,HBGLU1
Fam149a,0.0005861666,3.610497,HBGLU1
Amotl1,0.0005811542,4.1188602,HBGLU1
Adamts16,0.0005600265,3.913968,HBGLU1
Mapk12,0.0005574131,3.7463107,HBGLU1
Tmem56,0.00054263265,3.396181,HBGLU1
Igsf9,0.0005426187,3.8138928,HBGLU1
Fstl1,0.00054135104,3.8259528,HBGLU1
Tmem150c,0.0005391246,3.7204423,HBGLU1
Hacd4,0.00053910026,4.680779,HBGLU1
Adam23,0.00053557113,3.7468064,HBGLU1
AI504432,0.0005306909,3.671504,HBGLU1
Slc8a3,0.00052678824,3.325665,HBGLU1
Ankrd45,0.00052451424,3.4538448,HBGLU1
Hotairm1,0.0005205347,3.717394,HBGLU1
Glce,0.0005195691,3.33815,HBGLU1
Zfp462,0.0005188668,3.4353008,HBGLU1
Foxp4,0.00051657466,3.3275416,HBGLU1
Nefm,0.0005098705,4.189455,HBGLU1
Cntnap2,0.0005091923,4.1992626,HBGLU1
Rims1,0.00050545664,3.691195,HBGLU1
Astn2,0.0004958698,3.4398823,HBGLU1
Cpne4,0.0004950339,3.853956,HBGLU1
Mtmr7,0.000493665,3.321338,HBGLU1
Tlx3,0.2371571,9.718839,HBGLU10
Prrxl1,0.21270144,9.044115,HBGLU10
F2rl2,0.13682586,8.165881,HBGLU10
Ebf2,0.086704575,7.792144,HBGLU10
Hoxb8,0.06454562,8.676094,HBGLU10
Hoxb6,0.042157,8.079309,HBGLU10
Hoxb7,0.016314955,6.3127093,HBGLU10
Hoxb5,0.016233262,7.6632276,HBGLU10
Hoxb4,0.012667725,6.4303365,HBGLU10
Ebf3,0.008991027,6.3435497,HBGLU10
Kcnh8,0.008913443,5.6145377,HBGLU10
Lbx1,0.0069050496,6.323763,HBGLU10
Hoxa5,0.0068620993,6.858507,HBGLU10
Hoxb3,0.0063449605,6.2908397,HBGLU10
Casz1,0.005132164,4.6859965,HBGLU10
Hoxb2,0.0037365458,5.382475,HBGLU10
Ebf1,0.0037301697,6.77245,HBGLU10
Glra1,0.0036550316,5.4567513,HBGLU10
Zmym1,0.003427531,4.118572,HBGLU10
Cbln1,0.0034058965,5.59928,HBGLU10
Gm3294,0.0033602817,4.391433,HBGLU10
Tshz2,0.0028334295,6.1642337,HBGLU10
Tshz3,0.0022961271,4.194454,HBGLU10
Hoxd4,0.0021824369,4.5990076,HBGLU10
Th,0.0017337468,5.9411426,HBGLU10
Nts,0.001712858,5.071552,HBGLU10
C130021I20Rik,0.0016068061,5.9622445,HBGLU10
Tunar,0.0015591636,3.9990733,HBGLU10
Entpd3,0.0014935404,4.0351315,HBGLU10
Gjd2,0.0014909639,4.4486146,HBGLU10
Susd2,0.0014628212,4.170966,HBGLU10
Ccdc184,0.0012957908,3.9335427,HBGLU10
Hotairm1,0.0012337425,3.8486385,HBGLU10
Serpinb1b,0.0010880091,5.134719,HBGLU10
Gm2694,0.000980558,4.09794,HBGLU10
Bcl2,0.00077992113,3.4639418,HBGLU10
Tnfaip8l3,0.00070934475,4.351689,HBGLU10
Iqsec3,0.00069068215,3.5380476,HBGLU10
Elmod1,0.00066189416,3.564328,HBGLU10
Unc13c,0.0006036711,3.4353325,HBGLU10
Igf2bp3,0.0005913903,2.8855157,HBGLU10
AF529169,0.00059068314,4.2098866,HBGLU10
Spock1,0.00054016383,3.3787992,HBGLU10
Slc17a6,0.0005369231,4.4050035,HBGLU10
Dennd6b,0.00048187067,2.7827291,HBGLU10
Lrrc16b,0.00047633343,2.9835072,HBGLU10
C1ql3,0.00046266677,3.745099,HBGLU10
Kcng2,0.00046064204,3.3618023,HBGLU10
Scg2,0.00045652062,3.7982569,HBGLU10
Tmem132c,0.0004231969,3.8463082,HBGLU10
Pde1c,0.00041009398,3.0489283,HBGLU10
AI593442,0.00038953804,3.3564262,HBGLU10
Adcyap1,0.00036544367,3.7693226,HBGLU10
Vstm2l,0.00035458306,3.1565695,HBGLU10
Ank1,0.0003518932,3.3099349,HBGLU10
Zfp799,0.0003503185,2.5785334,HBGLU10
Btg1,0.00031895857,2.6550932,HBGLU10
Lsm11,0.0003152325,2.8726215,HBGLU10
Apoa1,0.00031507583,2.9956067,HBGLU10
Gpr158,0.00030544942,2.8819582,HBGLU10
Pknox1,0.00029763565,2.3321686,HBGLU10
Dzip3,0.0002948754,2.5431297,HBGLU10
Pcsk2,0.00029174553,3.2773168,HBGLU10
Rasa4,0.00028355134,3.1728783,HBGLU10
Paip1,0.0002809816,2.5065007,HBGLU10
Fut9,0.00027670592,3.0189888,HBGLU10
Mtus2,0.00026799517,2.6192605,HBGLU10
Fam184a,0.00026295515,2.5030375,HBGLU10
Khdrbs2,0.0002538655,2.5844908,HBGLU10
Ttc21b,0.0002515245,2.4416254,HBGLU10
Map7d2,0.0002476157,2.6045735,HBGLU10
Grip2,0.0002444032,2.9563491,HBGLU10
Dner,0.00024402306,2.8993258,HBGLU10
Cacna2d1,0.00024295598,2.935559,HBGLU10
Zfp868,0.00024148732,2.3412707,HBGLU10
Sptb,0.00023885991,2.6549513,HBGLU10
Ric1,0.00022593314,2.3220825,HBGLU10
Negr1,0.00022396602,2.7659175,HBGLU10
Snx11,0.0002231669,2.0792148,HBGLU10
Lrfn5,0.00022220932,2.713872,HBGLU10
Car10,0.00022171994,2.9490864,HBGLU10
Tshz1,0.00021780482,2.3204591,HBGLU10
A330069E16Rik,0.00021733003,2.509979,HBGLU10
Hcn1,0.00021533862,2.8429203,HBGLU10
Gprasp1,0.00021140937,2.608359,HBGLU10
Nav3,0.00020948713,2.5151923,HBGLU10
Camk2n1,0.00020801915,4.0401535,HBGLU10
Wdr6,0.0002036647,2.5977304,HBGLU10
Vamp1,0.00019863754,3.0109878,HBGLU10
Rora,0.00019759007,2.8037572,HBGLU10
Slc12a5,0.00019640815,2.89869,HBGLU10
Cpne8,0.00019569467,2.5776453,HBGLU10
Rmst,0.00019560817,3.095628,HBGLU10
Cdh22,0.00019549712,2.7500904,HBGLU10
Prpf4b,0.00019277254,2.0721607,HBGLU10
Gm26699,0.00019167046,2.135399,HBGLU10
Nyap2,0.00019027409,2.7557223,HBGLU10
Gmps,0.00018999842,2.239712,HBGLU10
Grm5,0.000189694,2.8806846,HBGLU10
Cep126,0.0001887741,2.614259,HBGLU10
Klhl9,0.00018811387,2.2318237,HBGLU10
Pla2g5,0.00018696848,3.9368002,HBGLU10
Hs3st5,0.0001867872,2.8061767,HBGLU10
Kcnt1,0.00018623903,2.4980671,HBGLU10
mt.Co1,0.00018537794,2.8976173,HBGLU10
Nsmaf,0.00018506456,2.0859215,HBGLU10
Scrt1,0.00018227901,2.552241,HBGLU10
Plcb4,0.00018064358,2.7110238,HBGLU10
Prrg3,0.00017810166,2.4555194,HBGLU10
Fbxo27,0.00017771275,2.2998497,HBGLU10
Brinp3,0.00017616447,2.608207,HBGLU10
